"CID of the partners"
12D3KooWAFKBtCG7iS8SiEn5i4DxaPXiEqm6bSfvQrFLaAuAzk3F
12D3KooWAGGZ3AuoX213qui98BQ8fZnbhFjLZaVa6M8gC4RCusMU
12D3KooWAR7sJbpG3yie2AdbkbTcvm1nQYzQ1Hsad2yHVQuQcFv5
12D3KooWAZSukdmfuzBm1NvDPnRkkUrYgyttiEQwUHM9fh4Yt3nF
12D3KooWAiH6J4nQ5FrHiJ1pSFGU72yoGjdAB19iKokSbKrDfYsK
12D3KooWAugK3GxA4qWLX9oJgQjG9netpzTU3Lz28Yacwc4gxenh
12D3KooWBC2HvYd9Yvz2njWr2xEF5Ak4G5YiybSCrkynqVe2MUyX
12D3KooWBdmLJjhpgJ9KZgLM3f894ff9xyBfPvPjFNn7MKJpyrC2
12D3KooWBeTDqf3BbuQuptmcFdb2pVfmcfnpFvNiHqr4T39zt9DV
12D3KooWBoB9MntVzsoqFg82JjXJERVaZse4iZ8ugU2QShKxc8m4
12D3KooWCC7fq6s2ectxXqcHmjb6c7teA8oHvope7nXKWwT6EtWV
12D3KooWCFi6JNK1UTGt7SuktCnyweE4i4FAinnDDsubq5YFyVgL
12D3KooWCtzmkb4FpqT4EA41knjkhqwqhXtHVoSrrHgssNGLY34D
12D3KooWCuCayLtX3cX5h6nZ7nAVCZ3oGLB4AdRVr7YpiDV1UbUC
12D3KooWCytnApDiXV4TXQfYUGuQB93WqWU8Y8eCaNaYxPJJABon
12D3KooWDBTWF68v2xmfwpkGM2nMP5i9TL6KanyNv1NhaC6cLupP
12D3KooWDN7Gj414xqq4g2RVRcppbm7N3KxpR8CVuqTkjnnkRXp7
12D3KooWDTuWK9AvHXNGWeTCZM2cFbhUSNaon6Y6k8EDEogeu8oD
12D3KooWDUGVYVaJKmGR3eJCbgihEYgYAfpnZqJYzhzeaJrLxq6j
12D3KooWDiidPaMjmFjznKy5mv3McBX5gCprQNkYFmZffW6C4izk
12D3KooWDzcfLEfw2i58z8cLePkmqtzo8tHicJCQYYnk2mMt6xSN
12D3KooWE245RtziDoR9NL3UpwUWr1oHQ2vtuEfD9X5V7v5SuYnP
12D3KooWEU7dtKUExb4JbJqhgQKTFq47Qn837QVy1ZdvdMnbMNgj
12D3KooWEhQXkreEF9bAHenXtWcZ4xcxB7ujM8mX4W2PqTNjYJdK
12D3KooWEj4Nidz5prccgr2bqgChVsiN84YtyEunfjKJpXkcd9Q5
12D3KooWEpKv976xtR63K3rFDoTR1xR5rhD9QL4Yo2sAcTniBgMh
12D3KooWExxA4viNUGojnM775ex8vzJUn9EgKFw21Z8mieH2cAsJ
12D3KooWEyCenUG4FH1H8k9erU9LYm22Mq49ZftkhFXisfSieur8
12D3KooWFgkZEmttyJXHnGsGZbNkkqNXnXM4Z7ozsbjEW18QXcTn
12D3KooWFqqTS3rQALHi4Eytfx5b48fRx9S6ZfcxnHpwuUwpKQpw
